Reg,ebv,ebverr,age,ageerr,met,meterr
1,0.205552072881853,0.00353495879883603,3.38414897163919,0.276823925147017,0.918983503902433,0.017509235510456
2,0.204389177238412,0.00325320715444984,2.48981600409106,0.83926480053213,0.865716027686121,0.00670651458227923
4,0.266805313187145,0.0196216975856394,3.45416168797749,4.55324505463212,0.562512828641985,0.0761592190855225
5,0.257448074648632,0.0154762303070441,7.14840042413035,4.92778567650876,0.412472405083728,0.0471758093538541
6,0.32048565985584,0.0164568723296342,1.6892733143619,3.30442825472279,0.537184491804232,0.0329061447679903
7,0.203127674122578,0.00469346891782347,4.95467842625084,0.80189029243302,0.537228295330073,0.0102092948867489
8,0.176837853816592,0.00512992108381294,4.54716924999036,0.564981503608051,0.610346968225821,0.0139501807373782
9,0.185963521415866,0.0110592625387135,10.567055641231,0.760170455428509,0.266167070056163,0.0631785419763332
10,0.192937333216068,0.00685612966141961,7.1825355635868,2.47953617016708,0.288567619243139,0.0131428890186448
