 -3.00074296E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.92185256E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.84296217E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.76407177E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.68518138E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.60629098E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.52740059E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.44851020E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.36961980E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.29072941E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.21183901E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.13294862E+01  0.00000000E+00  0.00000000E+00            -NaN
 -2.05405822E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.97516783E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.89627743E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.81738704E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.73849664E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.65960625E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.58071585E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.50182546E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.42293506E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.34404467E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.26515427E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.18626388E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.10737348E+01  0.00000000E+00  0.00000000E+00            -NaN
 -1.02848309E+01  0.00000000E+00  0.00000000E+00            -NaN
 -9.49592694E+00  0.00000000E+00  0.00000000E+00            -NaN
 -8.70702299E+00  0.00000000E+00  0.00000000E+00            -NaN
 -7.91811904E+00  0.00000000E+00  0.00000000E+00            -NaN
 -7.12921509E+00  0.00000000E+00  0.00000000E+00            -NaN
 -6.34031114E+00  0.00000000E+00  0.00000000E+00            -NaN
 -5.55140719E+00  0.00000000E+00  0.00000000E+00            -NaN
 -4.76250325E+00  0.00000000E+00  0.00000000E+00            -NaN
 -3.97359930E+00  0.00000000E+00  0.00000000E+00            -NaN
 -3.18469535E+00  0.00000000E+00  0.00000000E+00            -NaN
 -2.39579140E+00  0.00000000E+00  0.00000000E+00            -NaN
 -1.60688745E+00  0.00000000E+00  0.00000000E+00            -NaN
 -8.17983504E-01  0.00000000E+00  0.00000000E+00            -NaN
 -2.90795556E-02  0.00000000E+00  0.00000000E+00            -NaN
  7.59824393E-01  0.00000000E+00  0.00000000E+00            -NaN
  1.54872834E+00  0.00000000E+00  0.00000000E+00            -NaN
  2.33763229E+00  0.00000000E+00  0.00000000E+00            -NaN
  3.12653624E+00  0.00000000E+00  0.00000000E+00            -NaN
  3.91544019E+00  0.00000000E+00  0.00000000E+00            -NaN
  4.70434413E+00  0.00000000E+00  0.00000000E+00            -NaN
  5.49324808E+00  0.00000000E+00  0.00000000E+00            -NaN
  6.28215203E+00  0.00000000E+00  0.00000000E+00            -NaN
  7.07105598E+00  0.00000000E+00  0.00000000E+00            -NaN
  7.85995993E+00  0.00000000E+00  0.00000000E+00            -NaN
  8.64886388E+00  0.00000000E+00  0.00000000E+00            -NaN
  9.43776782E+00  0.00000000E+00  0.00000000E+00            -NaN
  1.02266718E+01  0.00000000E+00  0.00000000E+00            -NaN
