 -3.03612325E+01  0.00000000E+00  0.00000000E+00
 -3.02823641E+01  0.00000000E+00  0.00000000E+00
 -3.02034956E+01  0.00000000E+00  0.00000000E+00
 -3.01246271E+01  0.00000000E+00  0.00000000E+00
 -3.00457587E+01  0.00000000E+00  0.00000000E+00
 -2.99668902E+01  0.00000000E+00  0.00000000E+00
 -2.98880218E+01  0.00000000E+00  0.00000000E+00
 -2.98091533E+01  0.00000000E+00  0.00000000E+00
 -2.97302848E+01  0.00000000E+00  0.00000000E+00
 -2.96514164E+01  0.00000000E+00  0.00000000E+00
 -2.95725479E+01  0.00000000E+00  0.00000000E+00
 -2.94936795E+01  0.00000000E+00  0.00000000E+00
 -2.94148110E+01  0.00000000E+00  0.00000000E+00
 -2.93359425E+01  0.00000000E+00  0.00000000E+00
 -2.92570741E+01  0.00000000E+00  0.00000000E+00
 -2.91782056E+01  0.00000000E+00  0.00000000E+00
 -2.90993371E+01  0.00000000E+00  0.00000000E+00
 -2.90204687E+01  0.00000000E+00  0.00000000E+00
 -2.89416002E+01  0.00000000E+00  0.00000000E+00
 -2.88627318E+01  0.00000000E+00  0.00000000E+00
 -2.87838633E+01  0.00000000E+00  0.00000000E+00
 -2.87049948E+01  0.00000000E+00  0.00000000E+00
 -2.86261264E+01  0.00000000E+00  0.00000000E+00
 -2.85472579E+01  0.00000000E+00  0.00000000E+00
 -2.84683895E+01  0.00000000E+00  0.00000000E+00
 -2.83895210E+01  0.00000000E+00  0.00000000E+00
 -2.83106525E+01  0.00000000E+00  0.00000000E+00
 -2.82317841E+01  0.00000000E+00  0.00000000E+00
 -2.81529156E+01  0.00000000E+00  0.00000000E+00
 -2.80740471E+01  0.00000000E+00  0.00000000E+00
 -2.79951787E+01  0.00000000E+00  0.00000000E+00
 -2.79163102E+01  0.00000000E+00  0.00000000E+00
 -2.78374418E+01  0.00000000E+00  0.00000000E+00
 -2.77585733E+01  0.00000000E+00  0.00000000E+00
 -2.76797048E+01  0.00000000E+00  0.00000000E+00
 -2.76008364E+01  0.00000000E+00  0.00000000E+00
 -2.75219679E+01  0.00000000E+00  0.00000000E+00
 -2.74430994E+01  0.00000000E+00  0.00000000E+00
 -2.73642310E+01  0.00000000E+00  0.00000000E+00
 -2.72853625E+01  0.00000000E+00  0.00000000E+00
 -2.72064941E+01  0.00000000E+00  0.00000000E+00
 -2.71276256E+01  0.00000000E+00  0.00000000E+00
 -2.70487571E+01  0.00000000E+00  0.00000000E+00
 -2.69698887E+01  0.00000000E+00  0.00000000E+00
 -2.68910202E+01  0.00000000E+00  0.00000000E+00
 -2.68121518E+01  0.00000000E+00  0.00000000E+00
 -2.67332833E+01  0.00000000E+00  0.00000000E+00
 -2.66544148E+01  0.00000000E+00  0.00000000E+00
 -2.65755464E+01  0.00000000E+00  0.00000000E+00
 -2.64966779E+01  0.00000000E+00  0.00000000E+00
 -2.64178094E+01  0.00000000E+00  0.00000000E+00
 -2.63389410E+01  0.00000000E+00  0.00000000E+00
 -2.62600725E+01  0.00000000E+00  0.00000000E+00
 -2.61812041E+01  0.00000000E+00  0.00000000E+00
 -2.61023356E+01  0.00000000E+00  0.00000000E+00
 -2.60234671E+01  0.00000000E+00  0.00000000E+00
 -2.59445987E+01  0.00000000E+00  0.00000000E+00
